Sample(20Hz),X_Pos,Y_Pos,Z_Pos,Roll,Pitch,Yaw
73,-0.2122,-0.1642,0.2342,2.4907,0.0748,0.8575
74,-0.2136,-0.1659,0.2341,2.4769,0.074,0.8493
75,-0.215,-0.1677,0.234,2.463,0.0732,0.841
76,-0.2164,-0.1695,0.2339,2.4491,0.0724,0.8327
77,-0.2178,-0.1713,0.2338,2.435,0.0717,0.8243
78,-0.2193,-0.1731,0.2336,2.4209,0.0709,0.8159
79,-0.2207,-0.1749,0.2335,2.4067,0.0701,0.8074
80,-0.222,-0.1764,0.2334,2.3924,0.0693,0.7989
81,-0.2235,-0.1783,0.2333,2.3792,0.0685,0.7911
82,-0.225,-0.1802,0.2332,2.3643,0.0676,0.7822
83,-0.2264,-0.1818,0.2331,2.3495,0.0668,0.7734
84,-0.2281,-0.1839,0.233,2.336,0.0661,0.7654
85,-0.2294,-0.1855,0.2329,2.3196,0.0651,0.7556
86,-0.2311,-0.1875,0.2327,2.3052,0.0643,0.7471
87,-0.2327,-0.1893,0.2326,2.2906,0.0635,0.7384
88,-0.2342,-0.1911,0.2325,2.2759,0.0627,0.7297
89,-0.2358,-0.1929,0.2323,2.2611,0.0619,0.721
90,-0.2374,-0.1947,0.2322,2.2463,0.061,0.7122
91,-0.2389,-0.1965,0.2321,2.2315,0.0602,0.7034
92,-0.2405,-0.1983,0.2319,2.2166,0.0594,0.6945
93,-0.2421,-0.2002,0.2318,2.2017,0.0585,0.6857
94,-0.2437,-0.202,0.2316,2.1867,0.0577,0.6768
95,-0.2453,-0.2038,0.2315,2.1717,0.0568,0.6679
96,-0.247,-0.2057,0.2312,2.1556,0.0559,0.6583
97,-0.2485,-0.2075,0.2311,2.1411,0.0552,0.6498
98,-0.2501,-0.2093,0.2309,2.1264,0.0543,0.641
99,-0.2525,-0.2119,0.2298,2.1108,0.0538,0.6322
100,-0.2539,-0.2135,0.2296,2.0938,0.0533,0.6226
101,-0.2553,-0.2152,0.2295,2.08,0.0522,0.6141
102,-0.2568,-0.217,0.2294,2.0656,0.0512,0.6053
103,-0.2583,-0.2187,0.2293,2.0509,0.0503,0.5964
104,-0.2602,-0.221,0.2284,2.0354,0.0497,0.5875
105,-0.2617,-0.2228,0.2282,2.0196,0.0492,0.5786
106,-0.2631,-0.2245,0.2282,2.0053,0.0481,0.5697
107,-0.2645,-0.2263,0.2281,1.9907,0.0471,0.5607
108,-0.2663,-0.2286,0.2271,1.9752,0.0465,0.5518
109,-0.2678,-0.2303,0.227,1.9595,0.046,0.5429
110,-0.2692,-0.232,0.2269,1.9453,0.0449,0.534
111,-0.2711,-0.2346,0.2259,1.93,0.0442,0.5251
112,-0.2724,-0.2362,0.2257,1.9132,0.0436,0.5155
113,-0.2739,-0.238,0.2257,1.8997,0.0426,0.5069
114,-0.2752,-0.2397,0.2256,1.8846,0.0415,0.4976
115,-0.2768,-0.242,0.2246,1.87,0.0409,0.4892
116,-0.2782,-0.2437,0.2245,1.8548,0.0404,0.4805
117,-0.2795,-0.2453,0.2245,1.8411,0.0394,0.4718
118,-0.2811,-0.2472,0.2244,1.827,0.0384,0.4631
119,-0.2825,-0.2496,0.2233,1.8108,0.0377,0.4537
120,-0.2839,-0.2512,0.2232,1.7959,0.0373,0.4453
121,-0.2853,-0.2529,0.2231,1.7825,0.0363,0.4368
122,-0.2867,-0.2546,0.2231,1.7687,0.0353,0.4282
123,-0.288,-0.257,0.222,1.7538,0.0347,0.4197
124,-0.2896,-0.2588,0.2218,1.7386,0.0343,0.4111
125,-0.2909,-0.2604,0.2218,1.7243,0.0332,0.4019
126,-0.2924,-0.2622,0.2217,1.7111,0.0323,0.3937
127,-0.2937,-0.2639,0.2216,1.6966,0.0314,0.3848
128,-0.2949,-0.2663,0.2204,1.6824,0.0309,0.3768
129,-0.2962,-0.2679,0.2202,1.6677,0.0305,0.3685
130,-0.2976,-0.2695,0.2202,1.6549,0.0295,0.3603
131,-0.299,-0.2712,0.2201,1.6418,0.0286,0.3521
132,-0.3002,-0.2737,0.219,1.6275,0.0281,0.3439
133,-0.3015,-0.2752,0.2189,1.6128,0.0276,0.3357
134,-0.3029,-0.2768,0.2189,1.6004,0.0267,0.3275
135,-0.3043,-0.2784,0.2189,1.5876,0.0258,0.3195
136,-0.3056,-0.2801,0.2188,1.5747,0.025,0.3115
137,-0.3067,-0.2825,0.2177,1.5607,0.0245,0.3035
138,-0.3081,-0.2841,0.2175,1.5463,0.0241,0.2956
139,-0.3094,-0.2856,0.2175,1.5344,0.0232,0.2878
140,-0.3108,-0.2872,0.2175,1.5222,0.0223,0.28
141,-0.3122,-0.2888,0.2175,1.5098,0.0215,0.2724
142,-0.3131,-0.2912,0.2163,1.4963,0.0211,0.2648
143,-0.3145,-0.2927,0.2162,1.4824,0.0207,0.2572
144,-0.3158,-0.2941,0.2162,1.4711,0.0199,0.2497
145,-0.317,-0.2955,0.2163,1.4596,0.0191,0.2423
146,-0.3185,-0.2971,0.2163,1.4489,0.0184,0.2357
147,-0.3193,-0.2992,0.2153,1.4356,0.0179,0.2281
148,-0.3206,-0.3006,0.2153,1.4234,0.0175,0.2214
149,-0.3221,-0.3021,0.2154,1.4131,0.0167,0.2146
150,-0.3235,-0.3036,0.2155,1.4015,0.0159,0.2071
151,-0.3244,-0.3059,0.2143,1.3888,0.0155,0.2
152,-0.3257,-0.3073,0.2143,1.3759,0.0151,0.193
153,-0.3271,-0.3086,0.2143,1.3658,0.0144,0.1862
154,-0.3284,-0.31,0.2144,1.3555,0.0137,0.1796
155,-0.3297,-0.3114,0.2144,1.3451,0.013,0.1731
156,-0.3299,-0.314,0.2124,1.333,0.0127,0.1666
157,-0.331,-0.315,0.2123,1.3204,0.0126,0.1601
158,-0.3325,-0.3162,0.2126,1.3123,0.0119,0.1545
159,-0.334,-0.3174,0.2129,1.3028,0.0112,0.1481
160,-0.3354,-0.3187,0.2131,1.2933,0.0106,0.142
161,-0.3355,-0.3211,0.2113,1.2821,0.0103,0.136
162,-0.3368,-0.3222,0.2113,1.2703,0.0101,0.1299
163,-0.3382,-0.3232,0.2116,1.2623,0.0094,0.1243
164,-0.3397,-0.3245,0.2119,1.2541,0.0088,0.1188
165,-0.3398,-0.3266,0.2103,1.2433,0.0085,0.1128
166,-0.341,-0.3276,0.2104,1.2328,0.0083,0.1074
167,-0.3423,-0.3285,0.2107,1.2258,0.0077,0.1024
168,-0.3437,-0.3296,0.211,1.2185,0.0072,0.0974
169,-0.3434,-0.3316,0.209,1.209,0.007,0.0923
170,-0.3445,-0.3324,0.2091,1.1987,0.0068,0.0872
171,-0.3461,-0.3333,0.2096,1.1925,0.0063,0.0825
172,-0.3474,-0.3343,0.21,1.1856,0.0058,0.0777
173,-0.3471,-0.3361,0.2083,1.1772,0.0055,0.0732
174,-0.3482,-0.3369,0.2084,1.1681,0.0054,0.0687
175,-0.3497,-0.3377,0.2089,1.1628,0.0049,0.0646
176,-0.3496,-0.3393,0.2075,1.155,0.0046,0.0601
177,-0.3507,-0.3399,0.2077,1.147,0.0045,0.0561
178,-0.3521,-0.3407,0.2082,1.1425,0.0041,0.0524
179,-0.3516,-0.3421,0.2067,1.1354,0.0038,0.0483
180,-0.3526,-0.3426,0.2069,1.128,0.0037,0.0447
181,-0.3539,-0.3432,0.2074,1.1242,0.0034,0.0415
182,-0.3535,-0.3443,0.2062,1.1182,0.0032,0.0381
183,-0.3545,-0.3448,0.2065,1.1121,0.0031,0.0351
184,-0.3543,-0.3458,0.2055,1.107,0.0028,0.0318
185,-0.3552,-0.3462,0.2057,1.1011,0.0027,0.0288
186,-0.3564,-0.3467,0.2062,1.0987,0.0026,0.0264
187,-0.356,-0.3476,0.2051,1.0939,0.0023,0.0235
188,-0.3568,-0.348,0.2053,1.0884,0.0023,0.021
189,-0.3567,-0.3487,0.2046,1.0848,0.002,0.0185
190,-0.3576,-0.349,0.2048,1.0806,0.002,0.0164
191,-0.3575,-0.3496,0.2042,1.0776,0.0018,0.0141
192,-0.3581,-0.3498,0.2044,1.0742,0.0018,0.0124
193,-0.3581,-0.3503,0.204,1.0718,0.0016,0.0107
194,-0.3587,-0.3504,0.2041,1.069,0.0017,0.0093
195,-0.3587,-0.3508,0.2038,1.0672,0.0015,0.0078
196,-0.3591,-0.3509,0.2039,1.065,0.0016,0.0067
197,-0.3591,-0.3511,0.2036,1.0637,0.0014,0.0056
198,-0.3595,-0.3513,0.2036,1.0621,0.0015,0.0048
199,-0.3595,-0.3513,0.2034,1.0612,0.0014,0.0041
200,-0.3595,-0.3514,0.2033,1.0601,0.0015,0.0035
